RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.443696851,27,0,0.024340075,5833,4,0,0,0,0
0.005443637,68,0,651,0,6,0,0,0,0
0.347611648,43,0,0.324662136,12800,10,0,3,0,3
0.9999999,47,0,0.148567622,1500,2,0,0,0,0
0.228632758,62,0,0.595234128,6000,4,0,2,0,0
0.024889603,50,0,4878,5400,6,0,2,0,0
0.082864642,54,1,0.507950931,2200,7,0,0,0,0
0.066798785,47,0,0.009102946,12083,10,0,0,0,0
0.074738275,58,0,0.374635285,5140,5,0,2,0,0
0.085672684,53,0,0.139897145,13416,7,0,1,0,2
0.171318271,61,1,0.356023459,10400,10,0,3,0,1
0.01843041,62,0,3619,5400,13,0,2,0,0
0.054483064,69,0,76,5400,3,0,0,0,0
0.571911175,53,0,0.234216178,6984,8,0,1,1,1
0.18272702,31,0,2.476190476,650,4,0,1,1,0
0,38,0,0.206388545,7262,8,0,1,0,0
0,27,0,0,5400,1,0,0,0,0
0,63,0,0.176737589,7049,5,0,1,0,0
0.52134876,62,0,1.875488722,3324,14,0,2,0,0
0.684299006,71,0,0.591900702,7975,8,0,2,1,1
0.942906771,71,0,3668,5400,14,0,2,0,0
0.034271169,82,0,0.023590564,2500,3,0,0,0,0
0.006009247,69,0,0.169694409,7100,18,0,1,0,0
0.115086182,58,1,0.648035196,10000,15,0,2,0,2
0.729272561,45,5,0.376989156,7100,7,0,1,0,1
0.002555272,59,0,0.048403591,8800,5,0,0,0,0
0.076928205,88,0,2.279373368,382,2,0,1,0,0
0.855095409,31,0,1.009569378,3970,8,0,1,0,2
0.018625751,60,0,655,5400,4,0,1,0,0
0.046290469,74,0,2.091383812,765,4,0,1,0,0
0.963669089,62,0,0.418715751,7116,7,0,2,0,0
0.77263639,32,0,0.090909091,1957,2,0,0,1,2
0.179207561,22,0,0.295503212,1400,7,0,0,0,0
0.03095469,57,0,0.087453892,21416,15,0,1,0,3
0.092529221,44,0,0.638534148,1800,6,0,1,0,0
0.948382013,53,1,0.317230726,7120,14,0,2,0,0
0.542927345,79,0,3.045649073,700,3,0,1,0,1
0.141353585,40,0,0.17136275,11285,6,0,2,0,0
0.747068271,37,0,0.669291339,4063,4,0,1,0,0
0.105894106,23,0,0.00206754,1450,1,0,0,0,0
0.265613966,55,0,0.311296821,6700,6,0,2,0,0
0.07264293,63,0,0.062387522,3333,7,0,0,0,0
0.538146185,26,0,1235,5400,10,0,0,0,0
0.511974401,44,0,842,1,3,0,1,0,3
0.544091182,55,0,590,0,3,0,1,0,0
0.262712392,49,2,0.519513905,8557,19,1,3,0,3
0.9999999,54,0,0.306550456,7342,2,0,1,0,0
0.235259521,48,0,1359,5400,7,0,1,0,0
0.658147843,35,0,0.17607114,6184,5,0,0,0,1
0.324311713,67,1,1.002906977,2751,11,0,3,0,0
0,83,0,0.0671875,2559,6,0,1,0,0
0.023859355,71,0,1780,5400,6,0,1,0,0
0.17552496,58,0,0.217590239,3933,4,0,1,0,1
0.250713314,48,0,0.340207672,6933,7,0,1,0,1
0.926952813,61,0,1467,5400,5,0,1,0,0
0.9999999,69,0,0,5400,2,0,0,0,0
0.382134468,50,3,0.283097419,1200,15,0,0,0,0
0.043965201,62,0,0.294773613,7442,9,0,1,0,0
0.368443352,61,0,0.083105647,8783,6,0,0,1,1
0.020730291,60,1,0.016869728,3200,10,0,0,0,0
0.31187525,27,0,0.164152929,2850,11,0,0,0,0
0.291773174,52,0,0.635415547,9300,16,0,3,0,1
0.002719743,44,0,0.349470666,9067,14,0,2,0,0
0.326596669,36,0,0.201356005,9291,8,0,1,0,0
0.105192983,36,0,2521,5400,15,0,2,0,0
0.120533314,76,0,488,5400,11,0,1,0,0
0.874612539,40,0,0.277284359,6642,4,0,0,0,3
0.9999999,46,0,0.105961436,5652,3,0,0,0,0
0.012244313,67,0,0.175206198,4000,7,0,1,0,0
0.497005988,44,0,4710,5400,5,0,3,0,2
0.243070574,26,0,0.244798703,3700,11,0,0,0,0
0.027883032,65,0,0.44909123,5666,10,0,1,0,0
0.3197367,53,1,0.250237869,2101,8,0,1,0,0
0,62,0,3880,5400,12,0,2,0,0
0,21,0,0,5400,1,0,0,0,0
0.017808975,46,0,0.004554919,7683,6,0,0,0,0
0.404290307,40,0,0.784047989,4500,15,0,2,0,2
0,60,0,0.213479917,13916,7,0,1,0,0
0.169072728,49,1,2627,0,9,0,1,0,2
0.762902993,40,0,0.223555289,5000,4,0,0,0,3
0.372556609,32,0,0.328736445,8483,15,0,3,0,2
0.001217338,57,0,1460,5400,2,0,1,0,0
0.126914923,64,0,1937,5400,8,0,2,0,0
0.858045913,54,0,0.415558444,10000,13,0,3,0,1
0.027437805,73,0,0.003610108,2769,2,0,0,0,0
0.099721458,47,0,0.452822329,4800,11,0,1,0,0
0.056054759,70,0,0.12829057,3000,8,0,1,0,0
0.039855992,56,0,0.327265735,7800,9,0,2,0,0
0,35,0,0.383685801,3640,3,0,1,0,0
0.04128235,56,0,0.214078746,5866,7,0,1,0,3
0.051589682,25,0,879,5400,4,0,0,0,0
0.055278188,58,0,0.324130727,6700,13,0,1,0,2
0.114177165,30,0,0.04181058,5500,6,0,0,0,0
1.487279843,33,1,548,5400,4,2,0,0,0
0.297682318,56,0,0.316578841,7400,12,0,3,0,0
0.579407068,48,0,0.774896266,5783,19,0,2,0,1
0.873049611,38,2,0.445415596,5834,7,0,1,0,0
0.97310958,55,2,0.308396547,30583,21,0,2,0,2
0.004155639,75,0,0.002608242,3833,12,0,0,0,0
0.703816909,31,0,0.553445337,8213,12,0,2,0,1
0.120224495,50,0,0.347013944,3800,10,0,1,0,0
0.352941176,67,0,2485,5400,8,0,1,0,0
0.003638696,77,0,0.003679411,6250,5,0,0,0,0
0.422590322,56,0,1350,5400,5,0,1,0,0
0.956278796,52,5,0.876911872,1372,12,0,0,3,0
0.264961035,49,0,0.010382619,5200,2,0,0,0,2
0.618717825,54,2,1.065423163,3591,20,0,1,0,0
0.015234871,73,0,339,5400,12,0,0,0,0
0.027422613,72,0,0.420939866,7000,16,0,2,0,0
0.171621043,63,0,0.447146402,6044,18,0,2,0,1
0.582235541,37,0,0.310567605,6500,11,0,0,0,2
0.31834083,52,2,0.403176004,6800,5,0,2,1,2
0.01039792,30,0,0.101449275,2000,4,0,0,0,0
0.00152302,59,0,0.163208257,9300,11,0,1,0,0
0.095080692,49,0,0.530823459,6666,13,0,1,0,1
0.319932311,74,0,0.298625573,2400,6,0,1,0,0
0,56,0,0.23094297,7083,19,0,1,0,1
0,49,0,0.15350997,7321,8,0,2,0,1
0.053452116,49,0,0.257171543,6971,6,0,1,0,0
0.027368788,47,0,0.25478858,5533,9,0,1,0,3
0.148289838,34,0,0.574585635,3800,5,0,2,0,3
0.32080799,41,0,0.624275145,5000,8,0,1,0,0
0.151086994,55,0,0.476719198,5583,15,0,3,0,1
0.157254857,33,0,0.314844374,2505,2,0,0,0,0
0.001529077,58,0,0.185842891,8108,18,0,1,0,2
0.297996096,50,1,0.381981154,4350,12,0,2,0,2
3.70E-05,54,0,1438,5400,21,0,1,0,0
0.019318358,53,0,0.265153538,7489,9,0,3,0,0
0.9999999,66,0,0.24375125,5000,1,0,1,0,0
0.005726752,80,0,0.000384468,2600,2,0,0,0,0
0.9999999,81,0,0,10500,1,0,0,0,0
0.13121656,67,0,44,5400,2,0,0,0,0
0.611816082,32,0,0.392596596,3700,9,0,1,0,1
0.005205169,72,0,73.5,1,4,0,0,0,0
0.252754618,64,0,0.099354045,3250,7,0,0,0,0
0.718909531,28,0,0.359157444,2800,7,0,0,0,0
0.9999999,59,0,1693,5400,1,0,1,0,0
0.918163673,34,0,0.216522318,1500,3,0,0,0,0
0.540241026,55,0,0.242739029,4716,5,0,1,0,0
0.270486925,52,0,2949,5400,13,0,2,0,2
0.344675962,64,0,3728,0,11,0,2,0,0
0.001641667,65,0,3120,5400,16,0,1,0,0
0.180273242,26,0,0.005767013,2600,4,0,0,0,0
0.272530311,53,2,0.16262699,12500,13,0,1,0,3
0.002288652,33,0,0.062211694,8020,4,0,0,0,0
0.067512585,43,0,0.44723563,9115,4,0,2,0,0
0.349025307,59,0,0.075068244,4395,4,0,0,0,3
0.012535778,67,0,1876,5400,12,0,1,0,0
0.908724399,34,0,0.64231122,3270,12,0,1,0,0
0.079991112,53,4,1.767906718,1800,11,0,3,0,0
0.005977645,51,0,0.162388844,9895,6,0,1,0,2
0.682923858,51,0,0.43036709,7000,14,0,1,0,0
0.385023465,24,0,0.020483546,2977,3,0,0,0,2
0.587261842,53,0,0.373618912,16200,14,0,2,0,0
0.687312445,55,0,4462,5400,21,0,2,0,0
0.048508323,65,0,0.312965226,9000,6,0,2,0,0
0.00637664,66,0,0.085523571,7190,9,0,0,0,0
0.600617514,46,0,0.222482858,11083,13,0,1,0,2
0.033069076,53,0,0.554578169,2500,9,0,1,0,0
0.046071024,55,0,0.275656588,4530,9,0,1,0,1
0.018953555,67,0,1.508491508,1000,10,0,1,0,0
0.053609759,45,0,0.008149959,3680,4,0,0,0,0
0.280681064,58,0,0.435111836,8583,7,0,1,0,0
0.911196911,32,0,0.441860465,2880,6,0,1,0,2
0.074192581,63,0,0.007133593,3083,2,0,0,0,2
0.203484167,64,0,0.339702288,4500,7,0,1,0,1
0,82,0,2,5400,9,0,0,0,0
0.024310022,50,0,0.075592441,10000,10,0,1,0,0
0.038846937,48,0,0.177583286,7083,7,0,1,0,3
0.037354475,46,1,0.00665336,10520,7,0,0,0,1
0.496099681,53,0,0.916458408,2800,9,0,1,0,0
0.7035505,33,0,0.611353008,6200,8,0,2,0,0
0.112550539,72,0,0.628135661,4982,14,0,2,0,1
0,47,0,0.219192091,5866,19,0,3,0,3
0.009178926,72,0,0.609985377,4786,14,0,2,0,0
0.9999999,28,0,157,5400,1,5,0,0,0
0.082739708,49,0,1319,5400,4,0,1,0,0
0.458144996,55,0,0.944013997,4000,10,0,2,0,0
0.608019257,42,0,0.917166524,3500,14,0,1,0,2
0.000374977,38,0,0,10000,3,0,0,0,0
0.342522001,62,0,2507,0,21,0,1,0,0
0.981858571,31,1,0.041210224,1916,1,0,0,0,0
0.01475522,76,0,0.166196388,3543,6,0,1,0,0
0.088393767,59,0,2353,5400,9,0,2,0,0
0.9999999,53,0,0.102797862,3180,1,1,0,0,0
0.145816543,35,0,0.190661479,6681,8,0,1,0,0
0.009582361,66,0,1215,5400,5,0,1,0,0
0.001817922,72,0,1544,5400,8,0,1,0,0
0,56,0,0.416716657,5000,7,0,2,0,1
0.223817843,67,0,0.32904328,8779,9,0,1,0,1
0.815273091,27,1,473,5400,3,2,0,0,1
0.9999999,40,0,0.350702777,5833,5,0,2,0,0
0.461884604,61,0,1.434611603,1016,5,0,0,0,1
0.083064976,57,0,0.446684265,12500,17,0,3,0,1
0.19303668,56,0,0.169423216,26300,9,0,3,0,0
0.04559772,70,0,0.001079957,25000,4,0,0,0,0
0.9999999,27,1,470,5400,2,0,0,2,0
0.020898955,66,0,0.177789364,3835,14,0,0,0,0
0.040849129,70,0,0.021048939,5700,9,0,0,0,0
0,61,0,3305,5400,7,0,2,0,3
0.878837784,53,1,0.667996808,1252,5,0,0,0,1
0.007311236,67,0,0.439163206,6500,7,0,1,0,0
0.47719502,39,0,0.330106332,6300,6,0,1,0,1
0.006832882,71,0,0.125624792,3000,9,0,0,0,0
0.100774615,34,0,0.071997696,10416,9,0,0,1,1
0.000599991,70,0,0.000172295,5803,4,0,0,0,0
0.080156794,75,0,0.005538121,10833,4,0,0,0,0
0.43610219,42,0,0.509074546,20000,14,0,2,0,2
0.003588024,29,0,0.078731928,5740,6,0,0,0,0
0.932858887,76,1,0.727095896,5140,6,1,1,0,1
0.188246141,36,0,2459,5400,6,0,1,0,1
0.180440978,60,0,2303,5400,5,0,1,0,0
0.083994864,35,0,0.339417645,2300,8,0,1,0,1
0.025979062,49,0,0.178901758,12000,11,0,2,0,3
0.368510334,41,0,0.098760496,2500,5,0,0,0,1
0.085856897,59,0,0.466543609,6500,10,0,2,0,0
0.01045323,51,0,0.457923679,6000,8,0,1,0,1
0.360451164,53,0,0.017565562,8083,3,0,0,0,2
0.000176543,49,0,0.2574994,4166,12,0,1,0,0
0.01590335,62,0,2015,5400,11,0,2,0,2
0,65,0,0.527329516,3841,5,0,2,0,0
0.023922157,66,0,21,5400,6,0,0,0,0
0.298107301,50,0,0.373656586,4000,10,0,0,0,0
0.503229935,55,0,1.296681327,2500,9,0,1,0,0
0.002999942,59,0,0.467434111,3300,13,0,1,0,0
0.9999999,41,0,2545,5400,2,0,1,0,0
0.082062726,63,0,0.02191484,12000,6,0,0,0,0
0.244443175,27,0,0.216347957,2666,4,0,0,0,0
0.079328045,58,0,1293,5400,3,0,1,0,0
0.445503206,28,0,0.448220712,2500,8,0,0,0,1
0.909948434,32,1,0.096357616,6039,4,0,0,0,3
0,53,0,0.279678068,3975,8,0,1,0,0
0.271376841,60,0,0.550830373,10416,19,0,2,0,2
0.003846964,75,0,0.317270992,6287,15,0,2,0,0
0.036725647,62,0,0.884984573,5833,12,0,1,0,0
0.280255121,31,0,0.235003092,4850,6,0,1,0,2
0.822168262,46,0,0.296470835,9548,7,0,1,0,2
0.072868698,62,0,0.215571369,7166,13,0,1,0,0
0.719681097,54,5,0.151770255,16748,9,0,1,0,0
0.9999999,68,0,0.040493251,6000,0,0,0,0,0
0.207159761,80,0,186,5400,1,0,0,0,0
0.017594819,52,0,0.306472244,3908,7,0,1,0,1
0.640607268,52,0,4175,5400,8,0,2,0,0
0.618731395,46,0,0.714226462,2410,7,0,1,0,0
0.228882283,68,0,0.137877614,3872,6,0,0,0,0
0.9999999,44,0,0.223727501,10333,5,0,1,0,2
0,55,1,5162,5400,5,0,2,0,0
0.95830417,43,0,0.111428571,3499,3,0,0,0,0
0.086012935,56,0,0.445487252,6392,9,0,1,0,0
0.082944327,52,0,0.069028992,2172,7,0,0,0,3
0.136658333,57,0,0.620403514,6145,9,0,2,0,0
0.066096695,28,0,0.128575871,6431,8,0,0,0,0
0.001589505,70,0,454,5400,8,0,0,0,0
0.099796673,45,0,0.165593978,9166,7,0,2,0,0
0.645627043,42,0,0.320766227,8195,12,0,1,0,0
0.9999999,61,0,0.004057736,17250,4,0,0,0,1
0.827242525,46,0,1568,5400,7,0,1,0,0
0.834470345,51,0,0.496090423,12916,14,0,2,0,3
0,35,0,0.409498547,7916,8,0,2,0,2
0.918584962,47,0,0.503291597,7746,8,0,2,0,2
0.628980157,37,0,0.293683812,5287,10,0,1,0,0
0.014245716,80,2,517,5400,9,2,0,0,0
0.218041462,58,0,0.775781442,8125,21,0,2,0,1
0.219140177,47,0,0.19716799,4660,3,0,0,0,0
0.058706431,64,0,0.208211687,21578,9,0,1,0,1
0.098609832,56,0,0.485002307,6500,17,0,2,0,0
0.054299739,28,0,392,5400,4,0,0,0,2
0.888278101,33,1,2097,5400,8,0,1,0,2
0.866126934,29,0,0.517061508,4600,11,0,2,0,0
0.048886116,75,0,51,5400,2,0,0,0,0
0.003568415,34,0,1.080217876,4038,16,0,3,0,0
0.027941207,69,0,0.237028099,5800,14,0,1,0,0
0.013579391,78,0,0.003666259,9000,12,0,0,0,0
0.023094322,77,0,0.00874036,1944,2,0,0,0,0
0.840570589,49,0,2922,5400,10,0,1,0,2
0.237110923,61,0,0.119703776,8236,15,0,0,0,1
0.753285253,50,1,0.205594619,6541,10,0,1,0,1
0.244881122,32,0,0.340319361,3005,10,0,0,0,1
0.005104401,74,0,0.062633729,5140,9,0,0,0,0
0,53,0,0.424368294,8666,7,0,2,0,0
0.054701871,70,0,0.121345489,3180,6,0,1,0,0
0.014639805,64,0,0.147106612,16001,12,0,2,0,2
0.095133453,78,0,0.126069914,12500,5,0,2,0,0
0.0081577,62,0,0.117080265,11000,17,0,1,0,0
0.874421225,43,0,0.537057868,8000,13,0,2,0,3
0.333293083,62,1,0.267336203,4181,9,0,1,0,0
0.12975539,46,0,0.297540492,5000,6,0,2,0,1
0.033114515,68,0,0.714241772,3250,12,0,2,0,0
0.691417143,38,2,0.654469106,5000,6,0,1,0,0
0.00958914,52,0,11,5400,5,0,0,0,0
0.19323493,50,0,0.523569184,10500,15,0,2,0,0
0.059632397,74,0,0.371925615,5000,10,0,1,0,1
0.18326583,53,0,0.330495246,7046,13,0,1,0,0
0.462811546,29,0,0.2264941,2626,4,0,0,0,0
0,28,0,520,5400,3,0,0,0,0
0.9999999,22,0,0,1600,0,0,0,0,0
0.065785429,61,0,0.143196598,15991,7,0,2,0,2
0.297121743,37,0,0.260548897,14100,14,0,3,0,1
0.672728977,57,0,0.447423465,5258,9,0,1,0,1
0.087916119,72,0,0.13521458,1700,12,0,0,0,0
0.047814426,65,0,1140,5400,10,0,1,0,0
0.113411478,34,0,0.080611536,4316,4,0,0,0,2
0.496125406,60,0,4886,5400,10,0,1,0,0
0.785049709,40,2,0.19542966,4200,5,0,0,0,1
0.325739296,51,0,0.354708684,5457,9,1,1,0,1
0.037312787,48,0,1814,5400,7,0,1,0,0
0.980511571,38,1,0.136906684,3096,9,2,0,0,1
0,60,0,0.378088844,7000,10,0,2,0,3
0.045458231,35,0,1.422324032,2400,7,0,2,0,1
0.014964992,68,0,0.427041181,4200,9,0,1,0,0
0.9999999,39,0,0.908883827,438,1,1,0,1,0
0.299250597,43,0,0.074979504,13416,8,0,0,0,1
0.049486598,58,0,0.042799509,5700,3,0,0,0,0
0.149407228,30,0,31,5400,1,0,0,0,0
0.805865416,41,0,0.368958771,13800,14,0,2,0,3
0.421401241,62,0,2140,5400,4,0,1,0,0
0.009999887,71,0,0.04562357,6991,9,0,1,0,0
1.063699403,40,5,0.489853355,6750,4,0,2,0,2
0.125394778,64,0,0.445389523,5172,19,0,1,0,0
0.9999999,51,0,635,5400,1,0,0,0,2
0.161304999,70,0,0.346353819,7500,9,0,2,0,0
0.939290532,35,1,789,5400,6,0,0,0,0
0.068830827,59,0,152.5,1,11,0,0,0,0
0.043908293,66,0,0.557161788,8300,10,0,3,0,1
0.005792933,56,2,0.0928009,5333,16,0,0,1,1
0.284251551,54,2,0.220051997,15000,20,0,1,0,2
0.958178654,56,0,0.349662584,4000,9,0,0,0,1
0.269076926,49,0,0.372679304,5116,19,0,1,0,0
0.9999999,56,1,2438,0,3,0,1,0,0
9.19E-05,64,0,275,5400,11,0,0,0,0
0,41,0,0.160198456,9069,5,0,1,0,2
0.276356421,68,1,0.430599171,7960,14,0,2,1,0
0,65,0,2121,5400,8,0,1,0,0
0.0799968,59,0,0.18224734,15039,6,0,1,0,2
0,47,0,698,5400,6,0,0,0,0
0.031659367,60,0,0.170069855,7443,11,0,1,0,3
0.024618436,60,0,1480,5400,13,0,2,0,0
0.00235766,31,0,0.284524057,4800,10,0,1,0,0
0.003668461,58,0,0.171931228,2500,13,0,1,0,0
0.71881651,50,0,0.292932354,13200,9,0,1,0,3
0.850496908,35,0,0.683465223,2400,4,0,1,0,0
0.543203606,71,0,0.533441558,3079,4,0,1,0,1
0.746491567,46,1,0.603929679,2900,6,0,1,2,2
0.371257485,53,1,5,5400,1,4,0,0,0
0.172667251,47,2,1108,5400,10,0,1,0,0
0.239166965,68,0,0.182084777,3750,5,0,0,0,0
0.04052183,57,0,0.264563577,5166,6,0,1,0,1
0.119467234,60,0,0.180581942,10000,14,0,1,0,0
0.175062603,49,0,0.317117734,8756,15,0,1,0,2
0.9999999,49,0,0.36463194,10500,3,0,2,0,1
0,83,0,1847,5400,6,0,1,0,0
0.05911664,36,0,0.22467903,7009,8,0,1,0,0
0.150882264,48,0,1466,5400,10,0,1,0,0
0.373631318,33,0,0.272861903,2700,6,0,0,0,0
0.46674356,40,0,0.02184415,4760,6,0,0,0,2
0.567638663,48,2,1.374258044,3200,5,1,1,1,2
0.005041773,49,0,0.275862069,8467,13,0,2,0,3
0.00614878,49,0,0.098918999,6752,9,0,0,0,0
0.769567255,31,1,0.292387543,1733,6,0,0,1,1
0.406999557,56,8,0.373439274,6166,17,1,1,0,0
0.14860533,30,0,0.114905399,4333,8,0,0,0,0
1.002499609,50,1,0.340094272,7000,12,0,1,1,1
0.545149473,67,0,0.438130156,12000,17,0,2,0,0
0.129245308,68,0,0.246405309,8136,10,0,1,0,2
0.9999999,37,0,0.015992892,2250,0,0,0,0,0
0,24,0,0.338051624,1200,2,0,0,0,0
0.196007968,24,0,0.010583465,14550,5,0,0,0,0
0.052055761,37,0,0.18902678,7654,5,0,2,0,2
0.038971454,72,0,0.215156969,5000,5,0,0,0,0
0.062354045,43,0,0.470139261,7467,7,0,2,0,0
0.003649818,68,0,1714,5400,8,0,2,0,0
0.981366977,44,0,0.37562248,12650,4,0,2,0,3
0.9999999,41,0,0.359375,7359,5,0,1,0,1
0,67,0,0.429329641,8666,5,0,1,0,0
0.9999999,24,0,0,820,1,0,0,0,0
0.908057471,37,0,0.17469551,5500,5,0,0,0,0
0.045207287,48,0,0.753298681,2500,13,0,1,0,2
0.99488041,47,0,0.51346557,6200,13,0,1,1,0
0.003476313,65,0,0.24215157,5000,16,0,1,0,0
0.25462467,78,0,0.18568083,2988,5,0,0,0,0
0.067229045,70,0,0.258122099,2800,4,0,0,0,0
0.076758348,44,0,0.475628046,5333,13,0,2,0,0
0.9999999,56,0,96,5400,2,0,0,0,0
0.000166049,66,0,3055,5400,8,0,1,0,1
0.135720168,31,0,0.178410795,2000,6,0,0,0,2
0.329363519,31,0,500,5400,5,0,0,0,3
0.276684182,71,0,0.052264808,2008,2,0,0,0,0
0.078993612,61,0,1330,5400,9,0,1,0,1
0.423533613,37,1,0.184271909,3000,4,0,0,0,0
0,50,0,0.541984733,2750,6,0,1,0,0
0.239039198,50,0,0.423205342,9583,16,0,2,0,2
0.333989604,64,0,0.416111541,6454,9,0,1,0,0
0.03206497,69,0,0.017208413,4706,8,0,0,0,0
0.010805648,38,0,1187,5400,5,0,1,0,0
0.174619091,57,0,0.310699268,6420,14,0,1,0,0
0.9999999,28,2,0.207650273,1280,1,2,0,2,0
0.973647598,49,0,0.544502618,4583,12,0,1,0,2
0.98110189,80,0,0.508836076,1640,2,0,0,0,0
0.763075292,46,4,0.152880207,15050,10,0,0,1,3
0.14247106,59,0,0.545685279,4333,8,0,1,0,0
0,42,0,0.218661773,7083,5,0,2,0,0
0.9999999,27,0,0.015410246,2400,1,0,0,0,0
0.651949219,50,0,0.353201307,5200,8,1,1,0,3
0.016174885,27,0,0.112629124,3000,11,0,0,0,0
0.276531159,40,0,0.302430985,2426,7,0,0,0,1
0,63,1,0.403386454,3011,5,0,1,0,0
0.009878245,43,0,0.143371326,5000,13,0,0,0,1
0.000396458,63,0,0.055515051,9600,5,0,1,0,0
0,55,0,0.101389861,10000,17,0,1,0,3
0.764353042,69,1,0.256132756,1385,3,0,0,0,0
0.292827797,73,0,0.193124464,10500,13,0,1,0,0
0.9999999,72,0,0.109957709,2600,3,1,0,0,0
0.106037584,49,0,0.410998354,7291,9,0,1,0,2
0.169152555,29,0,0.186290587,3048,5,0,0,0,0
0.08191257,63,0,0.397891534,9200,18,0,2,0,2
0.9999999,57,0,0.158223684,3039,1,0,0,0,2
0.027474463,83,0,20,5400,3,0,0,0,0
0.339317694,64,0,0.446637196,6333,14,0,2,0,0
0.03473748,67,0,1969,5400,10,0,2,0,0
0.023751696,58,0,0.358955131,8000,14,0,2,0,1
0.033632212,53,0,0.070191026,4501,3,0,0,0,0
0.066219739,72,0,0.142311713,22000,16,0,1,0,0
0.9999999,61,0,0.036592681,3333,2,0,0,0,0
0.051708151,59,0,0.306704708,1401,6,0,0,0,0
0.799963341,47,0,0.147590361,7967,6,0,0,0,0
1.203728362,71,0,0.09408826,1200,3,0,0,1,0
0.020561215,67,0,893,5400,6,0,1,0,0
0.192785453,76,0,0.986503067,2444,9,0,1,0,0
0.853498794,63,2,0.245266688,9242,7,0,1,0,0
0.847159235,31,0,1680,5400,11,0,0,0,2
0.65813111,46,0,0.102979404,5000,11,0,0,0,2
0.625307595,77,0,1952,5400,9,0,0,0,0
0,49,0,0,5400,5,0,0,0,0
0.9999999,45,0,0.011126146,6650,1,0,0,0,1
0.161577226,55,1,0.249323676,11458,15,0,2,0,1
0.9999999,48,1,0.131073785,3333,2,0,0,0,2
0.094336468,66,0,0.048409633,12166,6,0,0,0,0
0.003799905,59,0,0.398802203,18700,9,0,3,0,2
0.987269842,30,1,0.215374941,6360,9,0,0,0,0
0,85,0,0.523658472,3782,5,0,2,0,0
0.114313105,43,0,0.230803226,9050,13,0,1,0,0
0.424146591,46,1,0.42166065,4154,5,0,2,0,0
0.456954305,48,0,0.58022184,6400,7,0,2,0,1
0,58,0,0.377850163,306,2,0,0,0,0
0.010832972,64,0,649,5400,3,0,1,0,0
1.110386788,30,1,0.260290082,2550,5,0,0,1,0
0.02386603,82,0,420,5400,9,1,0,0,0
0.21525619,62,0,573,5400,9,0,0,0,0
0.100875965,58,0,3377,5400,5,0,2,0,0
0.01811298,83,0,0.004090537,11000,9,0,0,0,0
0.056751468,40,0,0.460266577,5926,13,0,1,0,1
0.155722952,58,0,0.023898942,2928,2,0,0,0,0
0.571604587,66,0,870,5400,12,0,0,0,0
0.24663451,61,0,0.199781858,5500,10,0,1,0,0
0.40706611,49,0,0.74325135,5000,20,0,2,0,3
0.109423767,50,0,0.283510456,11667,12,0,2,0,3
0.015809431,57,0,0.976604679,1666,15,0,1,0,0
0.191787936,57,0,0.441010725,5500,15,0,2,0,0
0,23,0,0,865,2,0,0,0,0
0.000835711,36,0,591,5400,15,0,0,0,0
0.584284984,34,0,1.477015323,1500,9,0,0,0,0
0.086783179,67,0,0.162515906,5500,10,0,1,0,0
0.080095995,72,0,1269,5400,4,0,1,0,0
0.024343616,60,0,0.27744448,9500,20,0,3,0,1
0,35,0,0.102690413,23750,10,0,2,0,2
0.368869164,56,0,0.348804856,7906,11,0,2,0,3
0.747375119,44,1,1.638867034,5083,5,0,3,0,1
0.445000984,67,0,0.669665167,2000,6,0,0,0,0
0.022057505,52,0,0.052515274,7692,12,0,0,0,0
0.023323816,74,0,53,5400,7,0,0,0,0
0.353273185,67,0,0.352156937,10500,21,0,2,0,0
0.618664962,39,1,0.317244785,8100,10,0,1,0,2
0.02969703,29,0,0.041639974,1560,5,0,0,0,0
0.019044067,67,1,1078,5400,18,0,1,1,0
0,64,0,2156,5400,6,0,1,0,0
0.190110944,27,0,0.164604898,3960,6,0,0,0,1
0.510619575,61,0,0.673714286,3499,16,0,2,0,0
1.163339383,35,1,0.00745098,2549,2,1,0,0,0
0.142766919,79,0,0.586876382,4068,10,0,2,0,1
0.252177649,68,0,0.115376925,5000,14,0,0,0,0
0.264292857,53,0,232,5400,3,0,0,0,0
0.058657106,68,0,0.024819028,2900,4,0,0,0,0
0.444551998,49,3,0.57881137,8900,20,0,2,0,2
0.308538292,49,0,0.297326668,4600,6,0,1,0,2
0.044182922,38,0,0.058253633,8050,11,0,0,0,3
0.920815837,37,1,0.40511539,6802,6,0,2,0,1
0.180162143,40,0,0.448326668,9501,15,0,2,0,1
0.251043588,85,0,0.253641817,3500,13,1,1,0,0
0,54,0,0.488691732,13750,5,0,3,0,0
0.124635015,50,2,0.310473016,7800,7,0,2,0,2
0.491693301,37,2,1.55393586,2400,12,0,2,0,2
0.934036939,48,1,0.49610078,3333,12,0,1,0,0
0.128402191,31,0,0.198140093,6666,11,0,0,0,0
0.520593606,38,0,1.808869457,1600,6,0,2,0,0
0.085179981,67,2,0.49255721,4500,5,0,1,0,0
0.9999999,44,0,569,5400,3,0,0,0,0
